#name	description	is_reversible	data_source	is_spontaneous
PLIPA2E120pp	Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)	0	iJO1366	0
42A12BOOXpp	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	0	iJO1366	0
SUCRtex	sucrose transport transport via diffusion (extracellular to periplasm)	1	iJO1366	0
O16A4Lpp	O16 anitgen (x4) ligase (periplasm)	0	iJO1366	0
UPP3MT	uroporphyrinogen methyltransferase	0	iJO1366	0
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	1	iJO1366	0
MLTP1	Maltodextrin phosphorylase (maltopentaose)	1	iJO1366	0
MLTP2	Maltodextrin phosphorylase (maltohexaose)	1	iJO1366	0
MLTP3	Maltodextrin phosphorylase (maltoheptaose)	1	iJO1366	0
UDPG4E	UDPglucose 4-epimerase	1	iJO1366	0
CDGR	7-cyano-7-deazaguanine reductase	0	iJO1366	0
TTRCYCtex	Tetracycline transport via diffusion (extracellular to periplasm)	1	iJO1366	0
26DAHtex	meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
AM3PA	anhydrous-N-Acetylmuramyl-tripeptide amidase	0	iJO1366	0
FA141ACPHi1	fatty-acyl-ACP hydrolase	0	iJO1366_genetic_unlumping	0
ACMANAtex	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
NOtex	nitric oxide transport via diffusion (extracellular to periplasm)	1	iJO1366	0
LPLIPAL2E160	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)	0	iJO1366	0
LPLIPAL2E161	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)	0	iJO1366	0
CITt3pp	citrate transport out via proton antiport (periplasm)	0	iJO1366	0
SHCHF	sirohydrochlorin ferrochelatase	0	iJO1366	0
Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:2Fe2S_mod_1:fe2	Fe_transfer_CyaY_mod_1:fe2_to_IscU_mod_1:2Fe2S_mod_1:fe2	0	M_protein_recon	0
THRt2rpp	L-threonine reversible transport via proton symport (periplasm)	1	iJO1366	0
UM4PCP	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase	0	iJO1366	0
GTHS	glutathione synthetase	0	iJO1366	0
OROTt2_2pp	Orotate transport via proton symport (2 H) (periplasm)	0	iJO1366	0
ECAP3pp	enterobacterial common antigen polymerase (periplasm)	0	iJO1366	0
UPP3S	uroporphyrinogen-III synthase	0	iJO1366	0
DSBDR1	DsbD reductase	0	iJO1366_genetic_unlumping	0
DSBDR2	DsbD reductase	0	iJO1366_genetic_unlumping	0
GLUN	glutaminase	0	iJO1366	0
ETHSO3abcpp	ethanesulfonate transport via ABC system (periplasm)	0	iJO1366	0
DGSNtex	deoxyguanosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
12DGR160tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)	0	iJO1366	0
D__LACtex	D-lactate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PSP_L	phosphoserine phosphatase (L-serine)	0	iJO1366	0
IGPS	indole-3-glycerol-phosphate synthase	0	iJO1366	0
PYDXK	pyridoxal kinase	0	iJO1366	0
PGPP161pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)	0	iJO1366	0
LDH_D2	D-lactate dehydrogenase	0	iJO1366	0
12DGR161tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)	0	iJO1366	0
3HPPtpp	3-hydroxypropionate transport via proton symport (periplasm)	0	iJO1366	0
OPMEACPR1	3-Oxo-pimeloyl-[ACP] methyl ester reductase	0	iJO1366_genetic_unlumping	0
OXCDC	Oxalyl-CoA decarboxylase	0	iJO1366	0
UDPGtex	UDPglucose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
RMK	rhamnulokinase	0	iJO1366	0
RMI	L-rhamnose isomerase	1	iJO1366	0
G3PEabcpp	sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	0	iJO1366	0
MCITL2	methylisocitrate lyase	1	iJO1366	0
NO3R2pp	Nitrate reductase (Menaquinol-8) (periplasm)	0	iJO1366	0
FFSD	beta-fructofuranosidase	0	iJO1366	0
TRPAS2	Tryptophanase (L-tryptophan)	1	iJO1366	0
UDPGALPpp	UDPgalactose pyrophosphohydrolase	0	iJO1366	0
CYSDS	Cysteine Desulfhydrase	0	iJO1366	0
23DAPPAtex	2,3-diaminopropionate transport via diffusion	1	iJO1366	0
GLYCtex	glycerol transport via diffusion (extracellular to periplasm)	1	iJO1366	0
EAR60x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	0	iJO1366_genetic_unlumping	0
PLIPA1G120pp	Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)	0	iJO1366	0
INDOLEt2pp	Indole transport via proton symport, irreversible (periplasm)	0	iJO1366	0
DMSOtex	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	1	iJO1366	0
2MAHMP	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase	0	iJO1366	0
FEENTERtonex	Fe-enterobactin transport via ton system (extracellular)	0	iJO1366	0
MANGLYCtex	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLCt2pp	D-glucose transport in via proton symport (periplasm)	0	iJO1366	0
12PPDStex	(S)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	1	iJO1366	0
AMAOTr	adenosylmethionine-8-amino-7-oxononanoate transaminase	1	iJO1366	0
GALURtex	D-galacturonate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PPCSCT	Propanoyl-CoA: succinate CoA-transferase	0	iJO1366	0
LIPATPT	Lipoate-ATP adenylate transferase	0	iJO1366	0
ALAt2rpp	L-alanine reversible transport via proton symport (periplasm)	1	iJO1366	0
23CAMPtex	23cAMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
POX	pyruvate oxidase	0	iJO1366	0
EPMEACPR1	Enoylpimeloyl-[ACP] methyl ester reductase	0	iJO1366_genetic_unlumping	0
MALTTRabcpp	Maltotriose transport via ABC system (periplasm)	0	iJO1366	0
CRNt7pp	Carnitine/butyrobetaine antiporter (periplasm)	0	iJO1366	0
DGMPtex	dGMP transport via diffusion (extracellular to periplasm)	1	iJO1366	0
HPPK2	6-hydroxymethyl-dihydropterin pyrophosphokinase	0	iJO1366	0
ACACT1r	acetyl-CoA C-acetyltransferase	1	iJO1366	0
DTMPK	dTMP kinase	1	iJO1366	0
PFK_3	phosphofructokinase (s7p)	0	iJO1366	0
PFK_2	Phosphofructokinase	0	iJO1366	0
F6Ptex	fructose 6-phosphate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FE3HOXUtpp	Fe(III)hydroxamate unloaded secretion (extracellular)	0	iJO1366	0
GSNt2pp	guanosine transport in via proton symport (periplasm)	0	iJO1366	0
FACOAL140t2pp	fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	0	iJO1366	0
MALTHXtexi	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	0	iJO1366	0
UACGAMPpp	UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)	0	iJO1366	0
PSD140	Phosphatidylserine decarboxylase (n-C14:0)	0	iJO1366	0
PSD141	Phosphatidylserine decarboxylase (n-C14:1)	0	iJO1366	0
GLYK	glycerol kinase	0	iJO1366	0
2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
GUAtex	Guanine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
SCYSDS1	SUF Cysteine desulfuration	0	iJO1366_genetic_unlumping	0
AACPS91	acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	0	iJO1366_genetic_unlumping	0
EAR120x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	0	iJO1366_genetic_unlumping	0
MLDCP3App	murein L,D-carboxypeptidase (murein5px3p) (periplasm)	0	iJO1366	0
HDCEAtexi	Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	0	iJO1366	0
DATPHs	dATP amine hydrolysis (spontaneous)	0	iJO1366	1
PGSA160	Phosphatidylglycerol synthase (n-C16:0)	0	iJO1366	0
S_transfer_to_SufBCD_mod_1:2Fe1S	S_transfer_to_SufBCD_mod_1:2Fe1S	0	M_protein_recon	0
UPPDC1	uroporphyrinogen decarboxylase (uroporphyrinogen III)	0	iJO1366	0
MANptspp	D-mannose transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
DHQTi	3-dehydroquinate dehydratase, irreversible	0	iJO1366	0
PERD	Erythronate 4-phosphate (4per) dehydrogenase	1	iJO1366	0
THRD	L-threonine dehydrogenase	0	iJO1366	0
RBFSb	riboflavin synthase	0	iJO1366	0
GSNtex	guanosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
RBFSa	riboflavin synthase	0	iJO1366	0
GLDBRAN2	glycogen debranching enzyme (bglycogen -> glycogen)	0	iJO1366	0
LEUt2rpp	L-leucine reversible transport via proton symport (periplasm)	1	iJO1366	0
THRS	threonine synthase	0	iJO1366	0
AGPAT1601	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	0	iJO1366_genetic_unlumping	0
DDGLCNt2rpp	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)	1	iJO1366	0
BALAt2pp	beta-alanine transport in via proton symport (periplasm)	0	iJO1366	0
QULNS	quinolinate synthase	0	iJO1366	0
ASNS2	asparagine synthetase	0	iJO1366	0
ASNS1	asparagine synthase (glutamine-hydrolysing)	0	iJO1366	0
LPLIPAL1E120pp	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)	0	iJO1366	0
PSSA120	Phosphatidylserine syntase (n-C12:0)	0	iJO1366	0
LCTStpp	Lactose transport via proton symport (periplasm)	1	iJO1366	0
THYMtex	thymine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLYBtex	Glycine betaine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FACOAL120t2pp	fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	0	iJO1366	0
Kt2pp	potassium transport in via proton symport (periplasm)	0	iJO1366	0
NADPPPS	NADP phosphatase	0	iJO1366	0
CITLY-CPLX_2tpr3dpcoa	CITLY-CPLX_2tpr3dpcoa	0	M_protein_recon	0
HCINNMt2rpp	3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)	1	iJO1366	0
FECRMabcpp	ferrichrome transport via ABC system (periplasm)	0	iJO1366	0
LALADGLUtex	L-alanyl-D-glutamate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ACGAM1PPpp	N-acetyl-D-glucosamine 1-phosphatase (periplasm)	0	iJO1366	0
ARBTtex	arbutin transport via diffusion (extracellular to periplasm)	0	iJO1366	0
GTHRDabc2pp	glutathione export via ABC system (cytoplasm to periplasm)	0	iJO1366	0
DCYTtex	deoxycytidine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CPGNUtex	coprogen unloaded secretion (extracellular)	0	iJO1366	0
PE160abcpp	phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)	0	iJO1366	0
PGSA181	Phosphatidylglycerol synthase (n-C18:1)	0	iJO1366	0
PGSA180	Phosphatidylglycerol synthase (n-C18:0)	0	iJO1366	0
GLCNtex	D-gluconate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
UDPGALM	UDPgalactopyranose mutase	0	iJO1366	0
3HPPPNH	3-(3-hydroxy-phenyl)propionate hydroxylase	0	iJO1366	0
3HAD1601	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	0	iJO1366_genetic_unlumping	0
G3PAT1801	glycerol-3-phosphate acyltransferase (C18:0)	0	iJO1366_genetic_unlumping	0
FE2tex	iron (II) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PPND	prephenate dehydrogenase	0	iJO1366	0
2AGPE120tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
TARTRt7pp	Tartrate/succinate antiporter (periplasm)	1	iJO1366	0
2AGPA161tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
