,genome_region,unique_name,protein_length,Oobatake_Keq_20C,Oobatake_Keq_21C,Oobatake_Keq_22C,Oobatake_Keq_23C,Oobatake_Keq_24C,Oobatake_Keq_25C,Oobatake_Keq_26C,Oobatake_Keq_27C,Oobatake_Keq_28C,Oobatake_Keq_29C,Oobatake_Keq_30C,Oobatake_Keq_31C,Oobatake_Keq_32C,Oobatake_Keq_33C,Oobatake_Keq_34C,Oobatake_Keq_35C,Oobatake_Keq_36C,Oobatake_Keq_37C,Oobatake_Keq_38C,Oobatake_Keq_39C,Oobatake_Keq_40C,Oobatake_Keq_41C,Oobatake_Keq_42C,Oobatake_Keq_43C,Oobatake_Keq_44C,Oobatake_Keq_45C,Oobatake_Keq_46C,Oobatake_Keq_47C,Oobatake_Keq_48C,Oobatake_Keq_49C,Oobatake_Keq_50C,Oobatake_Keq_51C,Oobatake_Keq_52C,Oobatake_Keq_53C,Oobatake_Keq_54C,Oobatake_Keq_55C,Oobatake_Keq_56C,Oobatake_Keq_57C,Oobatake_Keq_58C,Oobatake_Keq_59C,Oobatake_Keq_60C,Oobatake_Keq_61C,Oobatake_Keq_62C,Oobatake_Keq_63C,Oobatake_Keq_64C,Oobatake_Keq_65C
14,b0124,EG10369,796.0,2.443416388052952e-51,9.105959277940347e-51,3.6859641431872485e-50,1.6187350292020015e-49,7.703877389644792e-49,3.96888988658933e-48,2.210952010232384e-47,1.3303681950051586e-46,8.637447735090565e-46,6.044575039621135e-45,4.554759241318513e-44,3.691846588065854e-43,3.215631547441077e-42,3.006807677953089e-41,3.015368799945295e-40,3.240078788797855e-39,3.7268518223087275e-38,4.584555225187414e-37,6.02592687936071e-36,8.455337334090714e-35,1.2654152012457413e-33,2.0181358959457257e-32,3.4269579597586434e-31,6.190694229808458e-30,1.1887175742737518e-28,2.4242006690264446e-27,5.24633444627356e-26,1.2039070320807879e-24,2.927093173547812e-23,7.534400748530286e-22,2.0516167933322212e-20,5.905418347057022e-19,1.7955115058582763e-17,5.762217056321901e-16,1.9504743669464608e-14,6.958727824126905e-13,2.614884733609799e-11,1.0342053242021217e-09,4.302245225312588e-08,1.8811548047360607e-06,8.639841899136977e-05,0.004165372688268324,0.21066269269401516,11.169400782075266,620.4506020661383,36086.937221309534
15,b0031,EG10206,273.0,7.713621898940003e-06,9.146160608093784e-06,1.1148368461929337e-05,1.3964074396701026e-05,1.7967190194547448e-05,2.3738682508999995e-05,3.219475749197961e-05,4.480348770933665e-05,6.395653694140053e-05,9.361708554958628e-05,0.00014046728668053076,0.00021597336982414828,0.00034016320893802974,0.0005486506606644473,0.0009059146710563045,0.0015308228360422494,0.002646514428698895,0.004679535121927089,0.00846018041127158,0.015634221821483624,0.029523360186024687,0.056953858422434715,0.11220834585979607,0.22570978303583883,0.4634246626440656,0.9709424295854275,2.075282048415925,4.5239259506098675,10.055312834630572,22.7827458956201,52.60622615737959,123.76008714943357,296.5717280663231,723.7346740095016,1798.1494785189088,4547.437346578494,11703.111746862507,30642.927634270807,81612.2593041987,221044.7045478553,608708.0799404597,1703916.2352287963,4847356.057696812,14011597.970083024,41143979.4868408,122707710.63777322
16,b1613,EG10566,391.0,1.3302821312414375e-12,1.987883017498292e-12,3.0939549114313272e-12,5.012685889005529e-12,8.449311376965707e-12,1.480918101008898e-11,2.6975395700027696e-11,5.103913650558383e-11,1.0025651835542522e-10,2.0434979099168486e-10,4.3198617394043276e-10,9.466394901754598e-10,2.1493481277581093e-09,5.0539121127920945e-09,1.2301041274945512e-08,3.097753563352767e-08,8.067577934274572e-08,2.1718720567399653e-07,6.041244353631819e-07,1.7355168260341045e-06,5.146991689167117e-06,1.5751249288069197e-05,4.9719965683341603e-05,0.00016181580395361535,0.0005427601732474414,0.0018755001779866935,0.006673843801503703,0.0244464002774639,0.09214384732577323,0.35724428183357376,1.4241281769263483,5.835221658012298,24.565863266311926,106.22267596071681,471.5842799646648,2148.853334333261,10046.394484543931,48175.07425082192,236863.44538059417,1193696.636048902,6164089.849157254,32604966.312590946,176604198.70172808,979231398.4196786,5556522815.175358,32256898127.07268
17,b0452,EG10995,286.0,8.503897909064553e-14,1.0828345424624013e-13,1.4217843180472457e-13,1.9242011981711645e-13,2.683074591600214e-13,3.8530407691626846e-13,5.696247056766486e-13,8.665961929509891e-13,1.3561835008634804e-12,2.1823648880059546e-12,3.609769780859691e-12,6.134982414832651e-12,1.0709511707268375e-11,1.9195161162274093e-11,3.531222936061789e-11,6.665267872606893e-11,1.2903847886901143e-10,2.5614287339584563e-10,5.211481007964001e-10,1.0864567278147428e-09,2.320036097821453e-09,5.07304579475529e-09,1.1355264969573931e-08,2.6010273284891078e-08,6.095065336985232e-08,1.4607173824917156e-07,3.579141527515791e-07,8.963728712744297e-07,2.2938754533820715e-06,5.99650491978327e-06,1.600853099606663e-05,4.363240232995836e-05,0.00012138143348945083,0.0003445590846752114,0.000997764198569805,0.002946666475613815,0.008872797755392518,0.02723365731082564,0.08518398142362703,0.2714618445741921,0.8811551013522686,2.9126205257304503,9.801671849499058,33.57370477436055,117.02557410103046,414.99763824370723
18,b2705,EG10971,259.0,2.159659869167556e-12,3.168780703763485e-12,4.771423612878685e-12,7.370500573756405e-12,1.1675778385018374e-11,1.896109957118798e-11,3.1555950901163757e-11,5.3801280737560356e-11,9.394058735304098e-11,1.6792723640325646e-10,3.0722478953340286e-10,5.750700427357175e-10,1.1009783965083496e-09,2.155244907240104e-09,4.312632357941985e-09,8.818330707955331e-09,1.8420462810132622e-08,3.929695202509699e-08,8.55927905345917e-08,1.902887587335461e-07,4.3168418532142634e-07,9.99027381392756e-07,2.3579240467849028e-06,5.674244152539741e-06,1.3918688170921055e-05,3.47927379454572e-05,8.860708967869103e-05,0.00022984181541129526,0.0006071038963350356,0.0016325430393394074,0.0044681695872728225,0.012443864615085216,0.03525658299973427,0.10159786935681239,0.29770762706660026,0.8868685007484809,2.6853240553695317,8.262434243504401,25.828556326015256,82.01273798468344,264.4606691327358,865.8651789464245,2877.801893505899,9707.473299537094,33227.72898406582,115387.79936281222
19,b3092,G81,470.0,3.3472345501971645e-35,6.721778620645503e-35,1.4150725218100033e-34,3.120943143367852e-34,7.206530803236819e-34,1.741103901883416e-33,4.3985565444972675e-33,1.1612235116332006e-32,3.2016860583898575e-32,9.213826794143142e-32,2.765952376964897e-31,8.656483575454855e-31,2.822818997298951e-30,9.585736949752266e-30,3.387886098689091e-29,1.245536153836276e-28,4.76074633926792e-28,1.8908421425132448e-27,7.799571969257937e-27,3.3396318204372544e-26,1.4836076229096646e-25,6.834640801304122e-25,3.2634366524406117e-24,1.6143113886327614e-23,8.268845748561867e-23,4.383729468566859e-22,2.4042666705847494e-21,1.363525361355393e-20,7.992635340022866e-20,4.840277620221819e-19,3.027011629187929e-18,1.9540434095361836e-17,1.3015056027099438e-16,8.94061977007983e-16,6.331688826857618e-15,4.620883199745369e-14,3.473837784017441e-13,2.689064793298756e-12,2.1425485376716722e-11,1.756428975427001e-10,1.4809357559112156e-09,1.2837634925363746e-08,1.1437121353747465e-07,1.0468230869631226e-06,9.840084829999212e-06,9.495977157901366e-05
20,b2388,EG12957,321.0,3.273200412308023e-19,5.387497173809744e-19,9.173306772278929e-19,1.61504769992111e-18,2.9387635611008665e-18,5.524158528809625e-18,1.072247774992349e-17,2.1481272013441732e-17,4.439886187950889e-17,9.463345767005207e-17,2.0791959772132295e-16,4.706993019802341e-16,1.0975172420345735e-15,2.634654834805069e-15,6.508908834642868e-15,1.6542258597006836e-14,4.323307805044623e-14,1.1614681135344767e-13,3.206311287770713e-13,9.091827649084603e-13,2.6471955598417547e-12,7.911424440687622e-12,2.4260734316678836e-11,7.631023543557982e-11,2.461174594651767e-10,8.136472602309497e-10,2.7562554857289755e-09,9.564226785220486e-09,3.398497233698496e-08,1.2362099023257538e-07,4.6018166862406015e-07,1.752522935385572e-06,6.825945501133665e-06,2.718290850706965e-05,0.00011064560537117122,0.00046020412841704547,0.001955328320397644,0.008484342896514745,0.03758584409835497,0.16994872534478914,0.7841165691184335,3.6905893224578805,17.715281440985553,86.70099992842296,432.5256905832334,2198.877538472951
21,b0115,EG10025,630.0,6305212066167.933,6729298545826.005,7683902247040.964,9378617932976.818,12225028772672.066,17003171380930.201,25211560948645.332,39818579487252.09,66929884384195.445,119630035377766.9,227189990239375.1,458052468395679.06,979651973714242.4,2220841514765357.8,5332318896043783.0,1.3549898532935878e+16,3.641252522416846e+16,1.0340430071515458e+17,3.100861503939398e+17,9.812273178616549e+17,3.274103849121416e+18,1.1511909079556702e+19,4.262213852971439e+19,1.660585792851501e+20,6.803541560419564e+20,2.929341590599232e+21,1.32459754937407e+22,6.2863500022296995e+22,3.129244748768629e+23,1.6328129892101415e+24,8.92529752829541e+24,5.1078185875184675e+25,3.05855009001409e+26,1.915171221055269e+27,1.2533130977997858e+28,8.566888556300451e+28,6.112984491126077e+29,4.551018333452334e+30,3.5330584233075317e+31,2.858545582419352e+32,2.4091279331875634e+33,2.113813193736073e+34,1.929923288294199e+35,1.8325590678947856e+36,1.8088445324023782e+37,1.8550415815184172e+38
22,b2800,EG10348,215.0,0.00502784754511143,0.005650272330423006,0.006502965409545796,0.0076624432789957515,0.009240553578642091,0.011401626768848446,0.014389279767310623,0.01856872217707982,0.024494299216993896,0.03301865116395475,0.04547138049935425,0.06395529926643342,0.0918441405275076,0.13462994183324467,0.20138526940700885,0.30732075760069244,0.4783197206945068,0.7590888632007483,1.228011148210368,2.0245868570858496,3.400835321804392,5.818916640958869,10.1391098869944,17.98680538447158,32.47892230591383,59.68165982807934,111.57622896219505,212.1754815495511,410.31187016450855,806.7377016097537,1612.335423883044,3274.8388145606486,6758.401547611137,14168.599234501298,30168.193835563674,65226.343311774435,143173.01635452337,318990.7150856803,721255.4882898928,1654668.9237957972,3850896.1321610375,9089922.34144561,21758366.661629587,52805764.501773156,129911488.9933933,323927851.1934105
23,b2799,EG10351,382.0,1.7591373159655895e-07,2.3343977965045867e-07,3.2261393550419523e-07,4.6407004892681394e-07,6.944465139497187e-07,1.080476173419758e-06,1.7469582848535043e-06,2.9336892689678093e-06,5.114305005972745e-06,9.250817620185228e-06,1.735313440531118e-05,3.374167416890636e-05,6.797292388326594e-05,0.00014180082761576987,0.0003061899951232931,0.0006840243796261587,0.0015802376996995361,0.003773534412777339,0.009310155487597808,0.02372240681708546,0.062397471963492095,0.1693548417236156,0.474099210924501,1.3683685284584581,4.070267628133092,12.472549820415349,39.35761395984625,127.84236558583318,427.2942563265633,1468.999332679448,5192.742933836109,18866.590140536868,70429.45213851864,270037.86213466397,1063045.365142241,4295217.841314726,17806412.563010875,75714517.94196169,330102701.31237185,1475176143.7292356,6754967139.709624,31684639727.31803,152189259155.403,748332029312.0431,3765711284373.863,19387023395904.88
24,b4196,G7858,216.0,3.1170173228248687e-07,3.834520126695896e-07,4.826552544047359e-07,6.214136079445172e-07,8.181025661499978e-07,1.1009957337986341e-06,1.5142027059296778e-06,2.1275240757964568e-06,3.053026323405971e-06,4.473295926707869e-06,6.6902601562330755e-06,1.0210706471275254e-05,1.5898161340292135e-05,2.5246374124303838e-05,4.087865076643211e-05,6.74723204849105e-05,0.00011349431298287715,0.00019450526868973285,0.00033953811343666226,0.0006035847429612674,0.001092382591644661,0.0020123052284744315,0.003772183351202978,0.007193998744049191,0.013954901658413496,0.027527307373914497,0.055205747725928254,0.11253638097304139,0.23312857772586065,0.4906809357606327,1.0490892988191298,2.277954941924306,5.022365065845478,11.241240321396486,25.537393034896382,58.872169824064855,137.69895823168432,326.70482406218196,786.1456717104413,1918.1940529923688,4745.092118588974,11898.193152836946,30236.0035534836,77857.16374642603,203108.66371731865,536710.251181157
25,b3617,EG10512,398.0,4.081965478895035e-13,5.790296527856067e-13,8.550444885874017e-13,1.3136927281404328e-12,2.098845377005349e-12,3.4851110667220673e-12,6.011374786146694e-12,1.076531931246123e-11,2.0005723724702813e-11,3.856004195572739e-11,7.704802608266054e-11,1.5951974402973664e-10,3.420483928323288e-10,7.5923325381451e-10,1.7437124422553388e-09,4.1417788069900374e-09,1.0169853112212675e-08,2.580265798825581e-08,6.761534708606273e-08,1.8292331454286938e-07,5.106818286239337e-07,1.4706408452501839e-06,4.366743510575941e-06,1.3363682646343591e-05,4.2134434086435105e-05,0.00013681016505395812,0.00045729861147030627,0.0015729476565253123,0.005565401257117268,0.02024807868387056,0.07572092357737317,0.29096089414780313,1.1483760089518105,4.653831966543502,19.358106747546007,82.62115864003988,361.70009115076925,1623.6397283439337,7470.871009175351,35225.09073992651,170134.76833366978,841505.1626667317,4260963.720787145,22080692.036355592,117068379.20295945,634831850.9109786
26,b0928,EG10096,396.0,4.240244560615743e-15,5.986388746517375e-15,8.799100358841079e-15,1.3457710652706046e-14,2.1405605910371943e-14,3.538952510416279e-14,6.078323077029124e-14,1.0839995041719778e-13,2.006265764286018e-13,3.8516167626739534e-13,7.666150290930764e-13,1.5811711853809922e-12,3.3778360210724606e-12,7.470510103651146e-12,1.7096646897858456e-11,4.046882383112916e-11,9.903349153564974e-11,2.5043860510725747e-10,6.541642303677007e-10,1.7642092470333012e-09,4.9102700749404755e-09,1.40983910985429e-08,4.174093528436123e-08,1.2738122361839131e-07,4.0051981993626254e-07,1.297015672965444e-06,4.32413050824109e-06,1.4836002559150145e-05,5.236415768354392e-05,0.00019005854353700572,0.0007091138689941155,0.0027187007400879294,0.010706991370453585,0.043299223140289236,0.1797411488273783,0.7656318020995007,3.3454137863758273,14.989653530034978,68.84964417870763,324.06985462883125,1562.654036046916,7716.790057981782,39014.35679386467,201879.52962123472,1068828.8602954508,5788178.495288059
